S No,name,type,review,totreviews,image-src,time,about
225,Vaidyaratnam Ayurveda Museum,Speciality Museums,4.5,23 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/30/22/a2/img-20180922-wa0010-largejpg.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: 2-3 hoursSuggest edits to improve what we show.Improve this listing
226,Thrissur Zoo & Museum,Children's Museums,3.5,130 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/c6/19/cf/20160326-170555-largejpg.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreMeets animal welfare guidelinesSuggest edits to improve what we show.Improve this listing
227,Vazhani Dam,Dams,4,33 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ef/5d/63/view-of-water-front.jpg?w=1000&h=800&s=1,Not Available,Not Available
228,Thiruvanchikulam Mahadeva Temple,Religious Sites,4.5,23 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/5b/59/32/thiruvanchikulam-mahadeva.jpg?w=1000&h=800&s=1,Not Available,Not Available
229,Shakthan Thampuran Palace,Historic Sites,4,80 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/10/b1/5b/shakthan-thampuran-palace.jpg?w=1000&h=800&s=1,Not Available,Not Available
230,Vazhachal Waterfalls,Waterfalls,4.5,69 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/4e/10/f3/vazhachal.jpg?w=1000&h=800&s=1,Not Available,Not Available
231,Sobha City Mall,Shopping Malls,4,87 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/40/04/cd/inox-screen-4.jpg?w=1000&h=800&s=1,Not Available,Not Available
232,Kerala Kalamandalam,Points of Interest & Landmarks,4.5,52 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/63/78/c5/kerala-kalamandalam.jpg?w=1000&h=800&s=1,Not Available,Not Available
233,Chavakkad Beach,Beaches,4,82 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/74/6a/fa/chavakkad-beach.jpg?w=1000&h=800&s=1,Not Available,Not Available
234,Koodalmanikyam Temple,Religious Sites,4.5,54 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/4c/98/fa/the-grandeur-of-temple.jpg?w=1000&h=800&s=1,Not Available,Not Available
235,Bible Tower,Monuments & Statues,4.5,74 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/d9/f9/4f/bible-tower.jpg?w=1000&h=800&s=1,Not Available,Not Available
236,Snehatheeram Beach,Beaches,4,153 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/66/41/66/snehatheeram-beach.jpg?w=1000&h=800&s=1,Not Available,Not Available
237,Kauthukapark,Nature & Wildlife Areas,5,90 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/ad/dc/58/kauthukapark-entrance.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreMeets animal welfare guidelinesSuggest edits to improve what we show.Improve this listing
238,Thiruvambadi Krishna Shrine,Religious Sites,4.5,83 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/52/69/a3/thiruvambadi-krishna.jpg?w=1000&h=800&s=1,Not Available,Not Available
239,Paramekavu Bhagavathy Temple,Religious Sites,4.5,141 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/4c/bb/b7/front-view-with-lighting.jpg?w=1000&h=800&s=1,"4:00 AM - 11:15 AM, 4:00 PM - 8:15 PM",Not Available
240,Vadakkunnathan Temple,Religious Sites,4.5,508 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/4c/17/ec/vadakkunnathan-temple.jpg?w=1000&h=800&s=1,Not Available,Not Available
241,Athirappilly Waterfalls,Waterfalls,4.5,867 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/4b/a2/1c/athirapally-falls-in.jpg?w=1000&h=800&s=1,12:00 AM - 11:59 PM,Not Available
242,Monsoon Taxis,Taxis & Shuttles,5,209 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/32/ea/9a/monsoon-taxis.jpg?w=1000&h=800&s=1,9:00 AM - 10:00 PM,"AboutMonsoon Taxis is one of the best agencies in Kerala offering premium transportation facility. The agency today, has a strong fleet of light We predominantly provide tourist taxi packages and tourist destination transportation facilities. Contact us for the Honeymoon Packages, Family Packages and Group packages. We provide the best rate for customers based on the number of days and destinations.Read moreDuration: More than 3 hoursSuggest edits to improve what we show.Improve this listing"
243,Afsal Mandir,Points of Interest & Landmarks,4,5 reviews,Not Available,Not Available,Not Available
244,Mount Carmel Church,Churches & Cathedrals,4,16 reviews,Not Available,Not Available,Not Available
245,Bharatharani Church,Churches & Cathedrals,4,9 reviews,Not Available,Not Available,Not Available
246,St Judes Church,Churches & Cathedrals,4,13 reviews,Not Available,Not Available,Not Available
247,Ernakulam Cemetery Church,Cemeteries,4,12 reviews,Not Available,Not Available,Not Available
248,Ernakulam Cemetery Church,Churches & Cathedrals,4,12 reviews,Not Available,Not Available,Not Available
249,Salem Marthoma Church,Churches & Cathedrals,4.5,7 reviews,Not Available,Not Available,Not Available
250,Lourde Matha Church,Churches & Cathedrals,4.5,8 reviews,Not Available,Not Available,Not Available
251,Thenali Temple,Points of Interest & Landmarks,4.5,5 reviews,Not Available,Not Available,Not Available
252,Bhaskareeyam Convention Centre,Civic Centres,4.5,8 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/56/f2/bf/img-20181214-193943191.jpg?w=1000&h=800&s=1,Not Available,Not Available
253,St. Marys Jacobite Syrian Church,Churches & Cathedrals,4,13 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c7/02/0d/20161201-130756-largejpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
254,Sri Nellikattu Bagavathi temple,Religious Sites,4.5,7 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d4/6d/c2/arch-steps-at-the-entrance.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: < 1 hourSuggest edits to improve what we show.Improve this listing
255,Erattakulangara Sri Mahadeva Temple,Religious Sites,4.5,10 reviews,Not Available,Not Available,Not Available
256,Vypeekotta Seminary,Points of Interest & Landmarks,4.5,7 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/9c/79/f3/vypeekotta-seminary.jpg?w=1000&h=800&s=1,Not Available,Not Available
257,St.Philomenas Church Koonammavu,Churches & Cathedrals,4.5,7 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/9b/4d/aa/stphilomenas-church-koonammavu.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: 1-2 hoursSuggest edits to improve what we show.Improve this listing
258,Paliam Nalukettu,Points of Interest & Landmarks,4.5,13 reviews,Not Available,Not Available,Not Available
259,Little Flower Church,Churches & Cathedrals,4.5,22 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/30/4c/70/little-flower-church.jpg?w=1000&h=800&s=1,7:00 AM - 9:00 PM,Not Available
260,Paniely Poru,Bodies of Water,4.5,15 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a5/a2/0b/paniely-poru.jpg?w=1000&h=800&s=1,Not Available,Not Available
261,Paniely Poru,Lookouts,4.5,15 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a5/a2/0b/paniely-poru.jpg?w=1000&h=800&s=1,Not Available,Not Available
262,Munambam Beach,Beaches,4,20 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5f/8e/6a/img-20190326-wa0011-largejpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
263,"St. Mary's Cathedral Basilica, Ernakulam",Churches & Cathedrals,4.5,22 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/05/cb/66/aussenansicht.jpg?w=1000&h=800&s=1,Not Available,Not Available
264,Ramakrishna Math,Points of Interest & Landmarks,4.5,17 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ad/27/31/ramakrishna-math.jpg?w=1000&h=800&s=1,Not Available,Not Available
265,Little Flower Church,Churches & Cathedrals,4.5,28 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/1c/b8/5e/the-little-flower-church.jpg?w=1000&h=800&s=1,Not Available,Not Available
266,St. George Syro-Malabar Catholic Church of Forane,Churches & Cathedrals,5,9 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b2/12/d2/front-view.jpg?w=1000&h=800&s=1,Not Available,Not Available
267,Kadamattom Chruch,Points of Interest & Landmarks,4.5,45 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/81/7e/b6/kadamattom-chruch.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: < 1 hourSuggest edits to improve what we show.Improve this listing
268,BhoothathanKettu Dam & Reserve Forest,Forests,4,126 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/00/7e/9b/bhoothathankettu-dam.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: More than 3 hoursSuggest edits to improve what we show.Improve this listing
269,Paavakkulam Mahadeva Temple,Points of Interest & Landmarks,4.5,52 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/52/61/e1/paavakkulam-mahadeva.jpg?w=1000&h=800&s=1,Not Available,Not Available
270,Shiva Temple,Religious Sites,4.5,204 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/ae/ef/7e/shiva-temple.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: 1-2 hoursSuggest edits to improve what we show.Improve this listing
271,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
272,Edappally Church Complex,Historic Sites,4.5,312 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/29/93/c7/front.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: 2-3 hoursSuggest edits to improve what we show.Improve this listing
273,Edappally Church Complex,Religious Sites,4.5,312 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/29/93/c7/front.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: 2-3 hoursSuggest edits to improve what we show.Improve this listing
274,Chottanikkara Temple,Religious Sites,4.5,558 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f5/08/bf/temple-entrance.jpg?w=1000&h=800&s=1,4:00 AM - 8:45 PM,Not Available
275,Kerala Museum,Art Galleries,4.5,95 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f9/36/37/museum-of-kerala-history.jpg?w=1000&h=800&s=1,Not Available,"We are a group of 4 people and we visited on 22 / 01 / 2023 . It was not as what we had expected . There are 3 different places to see over here namely : dolls museum , art gallery and light and sound show . The art gallery and the doll musuem were terrible as we knew what indian cities are there and what type of cloth do the citizens wear in what city  , but the light and sound show was excellent.  The entrance fee is 100 rupees per person as a foreigner what i had paid and there is no any extra charge for the camera or photos . It is very far from the area of city centre of and it is located in the area of eravukalam .Yes it is woth if you are visiting the LULU MALL then you can visit this .  Don't recommend visiting this if there are a lot of other places to visit in kochi city centre as :  fort kochi , vpeen Island or do boating at marine drive ."
276,BhoothathanKettu Dam & Reserve Forest,Forests,4,126 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/00/7e/9b/bhoothathankettu-dam.jpg?w=1000&h=800&s=1,Not Available,Not Available
277,Puthuvype Beach,Beaches,4,71 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bf/86/dc/birds-eye-panoramic-shot.jpg?w=1000&h=800&s=1,Not Available,Not Available
278,Vypeen Island,Islands,4.5,97 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/e4/ad/1f/vypeen-island.jpg?w=1000&h=800&s=1,Not Available,Not Available
279,Fort Kochi Beach,Beaches,3.5,"1,072 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/68/eb/82/img-20180318-142530-largejpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
280,J & J Taxi Service,Taxis & Shuttles,5,"1,351 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/74/39/cf/on-the-way-to-vagamon.jpg?w=1000&h=800&s=1,12:00 AM - 11:59 PM,Not Available
281,Shiva Temple,Religious Sites,4.5,204 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/ae/ef/7e/shiva-temple.jpg?w=1000&h=800&s=1,Not Available,Not Available
282,Cochin Spice Market,Flea & Street Markets,4,98 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/ae/9c/03/spice-market-in-jew-town.jpg?w=1000&h=800&s=1,Not Available,Not Available
283,Subhash Park,Parks,4.5,112 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/74/50/84/photo1jpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
284,Kochi Taxi 24X7,Taxis & Shuttles,5,"1,539 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/10/aa/62/our-group-chariots-are.jpg?w=1000&h=800&s=1,12:00 AM - 11:59 PM,"We are providing Taxi service from Kochi to Various destinations of customer choice with brand new vehicles and well experienced drivers. We operates with economical rates and comfortable formalities which ends with customer satisfaction. Ranging from 3 pax to 49 pax carrier we have an array of vehicles that operates for tourist packages, corporate travelling, special events, Outstation and local transfers"
285,Maritime Museum Kochi,Military Museums,4,139 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/42/be/70/board-at-entrance.jpg?w=1000&h=800&s=1,Not Available,Not Available
286,Vallarpadam Church,Churches & Cathedrals,4.5,199 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ca/e8/dd/fb-img-1449312539977.jpg?w=1000&h=800&s=1,Not Available,Not Available
287,Chinese Fishing Nets,Points of Interest & Landmarks,3.5,"3,806 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/78/89/d4/sunset-time-in-chinese.jpg?w=1000&h=800&s=1,Not Available,"Interesting to walk by and enjoy if you're in the area.  The whole area is filled with tourists and sellers of all kinds of wares.  Some you can walk out on and watch/photograph for a small fee, which is variable and expected.  They are very close to many hotels and restaurants so it's easy to include on a leisurely walk in the area."
288,Princess Street,Points of Interest & Landmarks,4,376 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1a/d3/eb/princes-street.jpg?w=1000&h=800&s=1,10:00 AM - 7:00 PM,Not Available
289,Mattancherry,Neighbourhoods,4,534 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/34/06/65/mattancherry-palace.jpg?w=1000&h=800&s=1,Not Available,Not Available
290,Edappally Church Complex,Historic Sites,4.5,312 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/29/93/c7/front.jpg?w=1000&h=800&s=1,Not Available,Not Available
291,Church of Saint Francis,Religious Sites,4,"1,059 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d2/b2/0f/church-of-saint-francis.jpg?w=1000&h=800&s=1,Not Available,Not Available
292,David Hall Gallery & Cafe,Art Galleries,4.5,191 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/5b/27/ac/david-hall-gallery.jpg?w=1000&h=800&s=1,Not Available,"David Hall is a beautiful old Dutch bungalow that has been restored and has taken on a new life as a cultural centre with a gallery for contemporary art, with a focus on providing a platform for young artists. With its café serving authentic thin crust pizzas, delicious bites and beverages; and a space for performing arts, the historic building could be an inspiring, vibrant meeting place for fresh talent and lovers of art."
293,Marine Drive,Historic Walking Areas,4,732 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/82/c6/f3/marine-drive.jpg?w=1000&h=800&s=1,Not Available,Not Available
294,Kashi Art Gallery,Art Galleries,4.5,798 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/35/3c/b6/kashi-art-gallery.jpg?w=1000&h=800&s=1,8:30 AM - 7:30 PM,Not Available
295,Cherai Beach,Beaches,4,"1,374 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/20/44/7f/cherai-beach.jpg?w=1000&h=800&s=1,12:00 AM - 11:59 PM,Not Available
296,Santa Cruz Cathedral Basilica,Architectural Buildings,4,728 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9f/38/e1/facciata.jpg?w=1000&h=800&s=1,9:00 AM - 5:00 PM,"Santa Cruz Cathedral Basilica was built by the Portuguese in Fort Cochin, one of the oldest Christian / Catholic Churches in India, which is owned and administered by the Diocese of Cochin, open to all, when no religious and liturgical services are in progress. Most welcome to all, who love history and Gothic Architectural attractions in the City of Cochin, Kerala."
297,Mattancherry Palace,Architectural Buildings,4,"1,245 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/6d/33/0a/matancherry-palace.jpg?w=1000&h=800&s=1,10:00 AM - 6:00 PM,"A good palace with paintings, remains of  kings life. It also has lot of historical details written and ordered well. Each room in the palace is constructed with lot of designs and architecture. A good place which is well maintained by ASI."
298,Paradesi Synagogue,Religious Sites,4,"1,355 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/91/9d/c8/paradesi-synagogue.jpg?w=1000&h=800&s=1,"10:00 AM - 1:00 PM, 3:00 PM - 5:00 PM",The structure itself is not huge but the synagogue is beautiful. The tiles inside the main hall are all hand painted by Chinese artisans. The place has a long history which is really interesting to read about and see for yourself. The chandeliers are as specially impressive. There is something very peaceful about the place.
299,Jew Town,Neighbourhoods,4,"2,030 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/61/e4/42/the-shops-beside-the.jpg?w=1000&h=800&s=1,Not Available,Jew Town is definitely one of the best places to visit in Kochi. The history of the place speaks to you through the streets and the buildings alike. The wide range of artefacts for sale in the shops here is something to look forward to. I wish we had known earlier about how many things I would be tempted to buy from here. The best part is that almost all the shops will also arrange for shipping the items to your place at nominal charges.
300,Chottanikkara Temple,Religious Sites,4.5,558 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f5/08/bf/temple-entrance.jpg?w=1000&h=800&s=1,4:00 AM - 8:45 PM,Not Available
301,Kerala Folklore Museum,Architectural Buildings,4.5,"1,151 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/17/1c/49/anthropology-and-ethnography.jpg?w=1000&h=800&s=1,9:30 AM - 6:00 PM,"Folklore Museum aims to provide art education to the students and helping to provide visual and academic knowledge to the art lovers, researchers and travelers from all over the world. Folklore museum is the only architectural museum in Kerala and the treasure trove of stone, wood and bronze sculptures, ancient terracotta, stone Age objects, jewellery, paintings, oil lamps, musical instruments, tribal and folk art, wood works, utensils, masks and traditional art forms etc. these are around 4000 artifacts from tiny to large size on display. This ethnic museum is the essence of the life and culture of the common man over the past 1000 years."
302,LuLu Mall,Shopping Malls,4.5,"1,923 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/c6/77/bd/lulu.jpg?w=1000&h=800&s=1,10:00 AM - 10:00 PM,"The best mall in Kerala, where you have everything under one roof. Food court was excellent with very reasonable prices. Next to it you have a large play area with lots of options to have fun. Only problem is finding a parking spot especially during weekend."
303,Kerala Kathakali Centre,Theatres,4.5,"2,118 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bf/2d/63/bhima-and-bakasura-bhima.jpg?w=1000&h=800&s=1,6:30 AM - 9:00 PM,Not Available
304,Wonderla Kochi,Amusement & Theme Parks,4.5,"1,007 reviews",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b4/a7/c4/a-wave-pool-in-which.jpg?w=1000&h=800&s=1,11:00 AM - 6:00 PM,"Wonderla Holidays Limited, is the No. 1 amusement park operator in India. Promoted by Arun K. Chittilappilly and Kochouseph Chittilappilly, Wonderla currently owns and operates three amusement parks – one each in Kochi, Bangalore and Hyderabad respectively and a resort in Bangalore. Wonderla Kochi, spread over 35 acres of land, is thrilling visitors with 56 rides since 2000. Wonderla Bangalore, spanning over 82 acres, offers a spectacular range of entertainment with 61 rides. Wonderla Hyderabad, the latest edition in the portfolio, is spread over 50 acres and offers 43 attractions. Wonderla Amusement Park has been ranked No. 1 in India and No. 6 in Asia by TripAdvisor for 4 consecutive years. Wonderla Resort, located beside the amusement park in Bangalore, comprises of 84 luxury rooms, with amenities including 4 full-fledged banquet halls, multi cuisine restaurant, rest-o-bar and recreational facilities like a heated swimming pool, kid’s activity centre & a full fledged gym."
305,Thrissanku Hills,Mountains,3.5,6 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/14/20/42/thrissanku-hills.jpg?w=1000&h=800&s=1,Not Available,Not Available
306,Hindustan Spices and Herbals,Speciality & Gift Shops,3.5,188 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/6f/ea/b6/hindustan-spices-and.jpg?w=1000&h=800&s=1,Not Available,"AboutThere is a simple remedy for the heat and humidity of the plains of Kerala: a trip to the mountains where at the edge of the Periyar Tiger Reserve, the Hindustan Spices is located. At a distance of 10 KM from Thekkady wild life sanctuary, where the air is relatively cool, carm, quite & pollution free…. If you want to get some depth information on kerala's medicinal plants and spices you visit our garden and get a first hand information on all spices and herbals.From the very encient period kerala especially Idukki was popular for its natural beauty and spicy air.Here we introduce various medicinal plants and spices for the people of different parts of India and abroad. Kerala is popularly known as ""God's Own Country"" and Idukki is known as ""Heaven of all spices"". Hindustan Spices and herbals trying to make the availability of all spices and herbals of god's own country. Kerala was known for its spices and traders travelled here to trade and to gain control over this rich land.Read moreMeets animal welfare guidelinesSuggest edits to improve what we show.Improve this listing"
307,Erachilpara,Waterfalls,5,1 review,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/76/e0/f9/caption.jpg?w=1000&h=800&s=1,12:00 AM - 11:59 PM,Not Available
308,Kurinjimala Wildlife Sanctuary,Nature & Wildlife Areas,4.5,2 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/22/40/9a/wildlife-walk-is-worth.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreMeets animal welfare guidelinesSuggest edits to improve what we show.Improve this listing
309,Kulamavu Dam,Dams,3.5,26 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/35/6a/ff/kulamavu-dam.jpg?w=1000&h=800&s=1,Not Available,Not Available
310,Madammakkulam Waterfalls,Waterfalls,5,3 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/32/80/3e/photo5jpg.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: More than 3 hoursSuggest edits to improve what we show.Improve this listing
311,Thumpachi Calveri Samuchayam,Points of Interest & Landmarks,4,9 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/5d/ce/be/thumpachi-calveri-samuchayam.jpg?w=1000&h=800&s=1,Not Available,Not Available
312,Thomankuthu  Falls,Waterfalls,4.5,10 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/79/0d/6e/thommankuthu-waterfalls.jpg?w=1000&h=800&s=1,Not Available,Not Available
313,Urumbikkara,Mountains,4.5,5 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/b9/1b/52/urumbikkara.jpg?w=1000&h=800&s=1,Not Available,Not Available
314,Mathikettan Shola National Park,National Parks,5,4 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/27/44/ee/mathikettan-shola-national.jpg?w=1000&h=800&s=1,8:00 AM - 5:00 PM,Not Available
315,Nadukani Pavilion,Observation Decks & Towers,4,22 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f2/ac/db/nadukani-pavilion.jpg?w=1000&h=800&s=1,Not Available,Not Available
316,Idukki Wildlife Sanctuary,Nature & Wildlife Areas,4,14 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/42/0e/9b/sanctuary.jpg?w=1000&h=800&s=1,9:00 AM - 5:00 PM,AboutRead moreMeets animal welfare guidelinesSuggest edits to improve what we show.Improve this listing
317,Viripara Waterfalls,Waterfalls,5,6 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3b/8d/9f/img-20190421-wa0048-largejpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
318,Ponmudi Dam,Dams,4,31 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/78/8b/76/img-20151222-123157-largejpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
319,Kalyanathandu Hills,Mountains,4.5,10 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/f9/c7/af/kalyanathandu-hills.jpg?w=1000&h=800&s=1,Not Available,Not Available
320,Kurisumala Ashram,Historic Sites,4.5,21 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/0a/78/ec/kurisumala-ashram.jpg?w=1000&h=800&s=1,Not Available,Not Available
321,Meenuliyan Para,Mountains,4.5,7 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/6e/fb/b3/meenuliyanpara-a-scenic.jpg?w=1000&h=800&s=1,12:00 AM - 11:59 PM,Not Available
322,Anchuruli Waterfalls,Waterfalls,4.5,36 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/bd/1f/43/1522484668315-largejpg.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: 2-3 hoursSuggest edits to improve what we show.Improve this listing
323,Chathurangapara View Point,Lookouts,4.5,22 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a1/06/fa/the-sky-the-clouds-the.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: 1-2 hoursSuggest edits to improve what we show.Improve this listing
324,Chathurangapara View Point,Scenic Walking Areas,4.5,22 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a1/06/fa/the-sky-the-clouds-the.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: 1-2 hoursSuggest edits to improve what we show.Improve this listing
325,Valara waterfalls,Waterfalls,4,62 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/97/f9/fa/valara-waterfalls.jpg?w=1000&h=800&s=1,Not Available,Not Available
326,Panchalimedu,Points of Interest & Landmarks,4.5,50 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/32/82/03/photo0jpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
327,Sita Devi Lake,Bodies of Water,5,16 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/00/5d/75/sita-devi-lake.jpg?w=1000&h=800&s=1,Not Available,Not Available
328,Cheruthoni Dam,Dams,4.5,61 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/a4/3e/18/photo3jpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
329,Hill View Park,Parks,4.5,37 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/5f/f8/77/hill-view-park.jpg?w=1000&h=800&s=1,Not Available,Not Available
330,Anayirankal Dam Reservoir,Bodies of Water,4.5,146 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/5e/5f/50/part-of-western-ghats.jpg?w=1000&h=800&s=1,Not Available,Not Available
331,Anayirankal Dam Reservoir,Dams,4.5,146 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/5e/5f/50/part-of-western-ghats.jpg?w=1000&h=800&s=1,Not Available,Not Available
332,Cheeyappara Waterfalls,Waterfalls,4,342 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/39/7f/0f/cheeyappara-waterfalls.jpg?w=1000&h=800&s=1,Not Available,Not Available
